portal_index,season,player_name,normalized_player_name,origin,destination,destination_team_id,destination_team_name,destination_match_status,position,portal_position_group,position_semantics,transfer_date,cutoff_status,in_model_relevant_population,defensive_candidate,identity_join_method,identity_status,experience_status,impact_status,prior_position,prior_position_group,prior_player_id,prior_team_games,prior_defensive_games,prior_defensive_experience,prior_defensive_impact,prior_stats
115,2021,Zach Gulley,zach gulley,UL Monroe,,,,missing_name,S,db,defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
116,2021,Brad Kemayou,brad kemayou,Kent State,,,,missing_name,CB,db,defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
117,2021,Lolani Langi,lolani langi,Washington State,,,,missing_name,LB,lb,defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
118,2021,Jay Wilkerson,jay wilkerson,Washington State,,,,missing_name,WR,,non_defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
119,2021,Liam Dick,liam dick,Pittsburgh,Texas State,326,Texas State,exact_normalized_name,OT,,non_defensive,2021-05-24,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
120,2021,Bryce Sebastian,bryce sebastian,Boston College,,,,missing_name,CB,db,defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
121,2021,Christian Henderson,christian henderson,Louisiana Tech,,,,missing_name,OT,,non_defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
122,2021,Bryce Bramscher,bryce bramscher,Oregon State,,,,missing_name,TE,,non_defensive,2021-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
123,2021,Caden McCormack,caden mccormack,Nebraska,,,,missing_name,LB,lb,defensive,2021-05-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
124,2021,Paul Woods,paul woods,Rutgers,,,,missing_name,WR,,non_defensive,2021-05-21,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
125,2021,Jeremiah Hawkins,jeremiah hawkins,California,Texas State,326,Texas State,exact_normalized_name,WR,,non_defensive,2020-12-29,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
126,2021,Darrell Branch,darrell branch,Arizona,Tennessee State,,,not_in_fbs,IOL,,non_defensive,2021-05-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
127,2021,Chaz Neal,chaz neal,Florida State,,,,missing_name,OT,,non_defensive,2021-05-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
128,2021,John Bledsoe,john bledsoe,Washington State,San Diego,,,not_in_fbs,QB,,non_defensive,2021-05-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
129,2021,Zac Welch,zac welch,Nevada,,,,missing_name,IOL,,non_defensive,2021-05-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
130,2021,Steven Faucheux,steven faucheux,Purdue,Marshall,276,Marshall,exact_normalized_name,DL,dl_edge,defensive,2021-05-19,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,OL,,4427166,,,,,{}
131,2021,Ronald Thompkins,ronald thompkins,Nebraska,,,,missing_name,RB,,non_defensive,2021-05-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
132,2021,Nick Billoups,nick billoups,Utah,,,,missing_name,QB,,non_defensive,2021-05-18,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
133,2021,Gaige Garcia,gaige garcia,Michigan,,,,missing_name,RB,,non_defensive,2021-05-18,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
134,2021,Jason Romero,jason romero,East Carolina,Florida A&M,,,not_in_fbs,EDGE,dl_edge,defensive,2021-05-18,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
135,2021,Dylan Jordan,dylan jordan,TCU,Northern Colorado,,,not_in_fbs,LB,lb,defensive,2021-05-17,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
136,2021,Eric Bentley,eric bentley,Akron,,,,missing_name,DL,dl_edge,defensive,2021-05-17,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
137,2021,Anthony Laudicina,anthony laudicina,Buffalo,,,,missing_name,OT,,non_defensive,2021-05-17,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
138,2021,Delvontae Harris,delvontae harris,East Carolina,,,,missing_name,LB,lb,defensive,2021-05-17,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
139,2021,Nikko Pohahau,nikko pohahau,Colorado,City College of San Francisco,,,not_in_fbs,OT,,non_defensive,2021-05-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
140,2021,Jimmy Walker,jimmy walker,North Texas,,,,missing_name,DL,dl_edge,defensive,2021-05-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
141,2021,Jalen Guerrero,jalen guerrero,New Mexico State,Fresno State,278,Fresno State,exact_normalized_name,OT,,non_defensive,2021-05-13,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
142,2021,Nathaniel Jones,nathaniel jones,New Mexico,,,,missing_name,RB,,non_defensive,2021-05-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
143,2021,Taj Jones,taj jones,Massachusetts,,,,missing_name,WR,,non_defensive,2021-05-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
144,2021,James Valle,james valle,Old Dominion,,,,missing_name,EDGE,dl_edge,defensive,2021-05-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
145,2021,Luke Foster,luke foster,Presbyterian,Temple,218,Temple,exact_normalized_name,IOL,,non_defensive,2021-05-12,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
146,2021,Will Gipson,will gipson,Pittsburgh,,,,missing_name,WR,,non_defensive,2021-05-12,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
147,2021,Isaiah Helms,isaiah helms,Western Carolina,App State,2026,App State,exact_normalized_name,OC,,non_defensive,2021-05-11,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
148,2021,Kieran Clark,kieran clark,Nevada,,,,missing_name,CB,db,defensive,2021-05-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
149,2021,Jordan Whittley,jordan whittley,Oregon State,Michigan,130,Michigan,exact_normalized_name,DL,dl_edge,defensive,2021-05-11,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DL,dl_edge,4570479,1,0,0.0,0.0,{}
150,2021,Ed Hendrix,ed hendrix,Syracuse,,,,missing_name,WR,,non_defensive,2021-05-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
151,2021,Jordan Cole,jordan cole,Northern Illinois,,,,missing_name,LB,lb,defensive,2021-05-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
152,2021,Nick Fulwider,nick fulwider,Arkansas,Texas State,326,Texas State,exact_normalized_name,DL,dl_edge,defensive,2021-05-11,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
153,2021,Jacob Long,jacob long,West Virginia,,,,missing_name,CB,db,defensive,2021-05-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
154,2021,Nolan Quinlan,nolan quinlan,Wagner,UL Monroe,2433,UL Monroe,exact_normalized_name,TE,,non_defensive,2021-05-10,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
155,2021,Micaleous Elder,micaleous elder,Charlotte,,,,missing_name,WR,,non_defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
156,2021,Jayvon Thrift,jayvon thrift,West Virginia,Youngstown State,,,not_in_fbs,S,db,defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
157,2021,John Ransom III,john ransom iii,Virginia Tech,,,,missing_name,WR,,non_defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
158,2021,Jaylen Gipson,jaylen gipson,Texas State,North Alabama,,,not_in_fbs,QB,,non_defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
159,2021,Carlos Davis,carlos davis,South Alabama,,,,missing_name,RB,,non_defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
160,2021,WyDale Flott,wydale flott,Southern Miss,,,,missing_name,CB,db,defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
161,2021,Royal Silver,royal silver,Minnesota,,,,missing_name,DL,dl_edge,defensive,2021-05-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
162,2021,Demariyon Houston,demariyon houston,Nebraska,,,,missing_name,WR,,non_defensive,2021-05-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
163,2021,Dewayne Betts,dewayne betts,South Alabama,,,,missing_name,S,db,defensive,2021-05-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
164,2021,D.J. Oats,dj oats,Colorado,,,,missing_name,RB,,non_defensive,2021-05-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
165,2021,Josh Calvert,josh calvert,Washington,Utah,254,Utah,exact_normalized_name,ILB,lb,defensive,2021-05-07,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4439846,1,0,0.0,0.0,{}
166,2021,Joshua Fields,joshua fields,UTEP,,,,missing_name,RB,,non_defensive,2021-05-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
167,2021,Steve Ballard,steve ballard,Louisiana Tech,Northwestern State,,,not_in_fbs,OT,,non_defensive,2021-05-06,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
168,2021,Colt Minson,colt minson,Charlotte,,,,missing_name,QB,,non_defensive,2021-05-06,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
169,2021,Trey Price,trey price,Nevada,,,,missing_name,OT,,non_defensive,2021-05-06,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
170,2021,Quintavius Workman,quintavius workman,UTEP,,,,missing_name,WR,,non_defensive,2021-05-06,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
171,2021,Jake Karchinski,jake karchinski,Iowa,,,,missing_name,DL,dl_edge,defensive,2021-05-06,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
172,2021,Nick Lewis,nick lewis,Kentucky,Arkansas State,2032,Arkansas State,exact_normalized_name,OT,,non_defensive,2021-05-06,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
173,2021,Jalan Early,jalan early,Fresno State,,,,missing_name,EDGE,dl_edge,defensive,2021-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
174,2021,Tyrece Woods,tyrece woods,Buffalo,,,,missing_name,LB,lb,defensive,2021-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
175,2021,Jaylen Davis,jaylen davis,Houston,,,,missing_name,RB,,non_defensive,2021-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
176,2021,Lucas Bacon,lucas bacon,Washington State,,,,missing_name,WR,,non_defensive,2021-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
177,2021,Jae'vien Gill,jaevien gill,UCF,Mississippi Gulf Coast C.C.,,,not_in_fbs,DL,dl_edge,defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
178,2021,Tawfiq Smalley,tawfiq smalley,Robert Morris,,,,missing_name,CB,db,defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
179,2021,Jordan Nichols,jordan nichols,North Texas,,,,missing_name,S,db,defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
180,2021,Suddin Sapien,suddin sapien,UTSA,Texas-Permian Basin,,,not_in_fbs,QB,,non_defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
181,2021,Nick Walker,nick walker,Illinois,,,,missing_name,CB,db,defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
182,2021,Jeffery Johnson,jeffery johnson,Tulane,,,,missing_name,DL,dl_edge,defensive,2021-05-12,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
183,2021,Trent Carrington,trent carrington,Presbyterian,Northwestern,77,Northwestern,exact_normalized_name,CB,db,defensive,2021-05-17,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
184,2021,Travon Fuller,travon fuller,Texas A&M,,,,missing_name,CB,db,defensive,2021-05-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
185,2021,Jeremiah Josephs,jeremiah josephs,Miami (OH),,,,missing_name,CB,db,defensive,2021-05-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
186,2021,Jay Hardy,jay hardy,Auburn,,,,missing_name,DL,dl_edge,defensive,2021-05-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
187,2021,Justin Stevens,justin stevens,Michigan State,South Alabama,6,South Alabama,exact_normalized_name,OT,,non_defensive,2021-05-03,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
188,2021,Douglas Gearity,douglas gearity,Southern Miss,,,,missing_name,IOL,,non_defensive,2021-05-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
189,2021,Terry Keys III,terry keys iii,SMU,,,,missing_name,CB,db,defensive,2021-05-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
190,2021,Oly Okombi,oly okombi,Kent State,Towson,,,not_in_fbs,DL,dl_edge,defensive,2021-05-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
191,2021,Christopher Fournier,christopher fournier,Lehigh,Louisiana Tech,2348,Louisiana Tech,exact_normalized_name,IOL,,non_defensive,2021-05-01,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
192,2021,Robert Holmes,robert holmes,Austin Peay,Arkansas State,2032,Arkansas State,exact_normalized_name,IOL,,non_defensive,2021-05-01,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
193,2021,Isaac Washington,isaac washington,Tennessee,Butler C.C.,,,not_in_fbs,DL,dl_edge,defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
194,2021,Luc Bequette,luc bequette,Boston College,,,,missing_name,DL,dl_edge,defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
195,2021,Martavius French,martavius french,Tennessee,Hutchinson C.C.,,,not_in_fbs,LB,lb,defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
196,2021,Randy Fields,randy fields,West Virginia,,,,missing_name,WR,,non_defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
197,2021,Terius Wheatley,terius wheatley,Virginia Tech,,,,missing_name,RB,,non_defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
198,2021,John Williams,john williams,Memphis,,,,missing_name,WR,,non_defensive,2021-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
199,2021,Deshawn Stevens,deshawn stevens,Maine,,,,missing_name,LB,lb,defensive,2021-04-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
200,2021,Jeffery Pooler,jeffery pooler,West Virginia,Northwestern,77,Northwestern,exact_normalized_name,EDGE,dl_edge,defensive,2021-04-29,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
201,2021,Seth McGowan,seth mcgowan,Oklahoma,,,,missing_name,RB,,non_defensive,2021-04-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
202,2021,Cornelius Forrest Jr.,cornelius forrest jr,UCF,,,,missing_name,TE,,non_defensive,2021-04-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
203,2021,Jayden Cray,jayden cray,Central Michigan,,,,missing_name,LB,lb,defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
204,2021,Austin McCready,austin mccready,Memphis,,,,missing_name,P,,non_defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
205,2021,George Caratan,george caratan,Arkansas,,,,missing_name,P,,non_defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
206,2021,Nevin Hughes,nevin hughes,Central Michigan,,,,missing_name,LB,lb,defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
207,2021,Timothy Taylor,timothy taylor,Memphis,,,,missing_name,RB,,non_defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
208,2021,Derrick Tucker,derrick tucker,Texas A&M,Tennessee State,,,not_in_fbs,S,db,defensive,2021-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
209,2021,Jacob Farrell,jacob farrell,Oklahoma State,North Texas,249,North Texas,exact_normalized_name,OT,,non_defensive,2020-08-05,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
210,2021,Kobah Fuamatu,kobah fuamatu,San Diego State,,,,missing_name,LB,lb,defensive,2021-04-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
211,2021,Travis Moss,travis moss,Memphis,,,,missing_name,LB,lb,defensive,2021-04-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
212,2021,Eli Chism,eli chism,Arkansas,,,,missing_name,LS,,non_defensive,2021-04-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
213,2021,Erwin Byrd,erwin byrd,Maryland,Kennesaw State,,,not_in_fbs,CB,db,defensive,2021-04-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
