target_season,subdivision,team_id,team_name,lag1_rank_mean,lag1_rank_median,lag1_usable_systems,lag1_z_mean,lag2_rank_mean,lag2_rank_median,lag2_usable_systems,lag2_z_mean,lag3_rank_mean,lag3_rank_median,lag3_usable_systems,lag3_z_mean,long_run_rank_percentile_mean,long_run_z_mean,history_seasons
2026,fbs,2116,UCF,79.98630136986301,81.0,73,0.34633435724553774,70.22666666666667,68.0,75,0.089123212312248332,58.351351351351354,60.0,74,-0.27415847855089259,0.48572582489070232,0.085280413720318374,23
2026,fbs,2117,Central Michigan,98.6027397260274,99.0,73,0.97145146906842972,119.54666666666667,121.0,75,2.1228333237352204,111.72972972972973,112.0,74,1.6857747609053304,0.68966475326878429,1.0339955733462858,23
2026,fbs,2132,Cincinnati,53.68493150684932,54.0,73,-0.45288513915827133,62.026666666666664,59.0,75,-0.166224762578671,98.93243243243244,100.0,74,1.1104152864160053,0.39137053597628618,-0.61909832062823733,23
2026,fbs,2199,Eastern Michigan,119.91780821917808,121.0,73,2.0302738375975147,113.48,113.0,75,1.7259072068258858,116.64864864864865,118.0,74,2.085592290553608,0.83220178318650373,2.0833013733250878,23
2026,fbs,2226,Florida Atlantic,108.3013698630137,108.0,73,1.3627398194040323,123.56,124.0,75,2.4676517286655124,109.64864864864865,110.0,74,1.5619274905169636,0.74354184399336631,1.3801661541192867,21
2026,fbs,2229,Florida International,96.64383561643835,98.0,73,0.90611689598500889,119.16,121.0,75,2.1626633539865505,126.39189189189189,127.5,74,3.0826980176709005,0.83472135456354957,2.3134535316956253,21
2026,fbs,2247,Georgia State,132.15068493150685,133.0,73,3.5980417461408964,114.89333333333333,115.0,75,1.7936350640277154,80.28378378378379,80.0,74,0.41573318092942374,0.77708374482596965,1.7605322983490785,13
2026,fbs,2294,Iowa,17.041095890410958,16.0,73,-2.0304387075444108,29.773333333333333,28.0,75,-1.3077900069107578,30.39189189189189,27.0,74,-1.2992773608405521,0.24448588392658574,-1.3176454884184496,23
2026,fbs,2305,Kansas,66.86301369863014,69.0,73,-0.050743098939767028,46.906666666666666,45.0,75,-0.66066949169870426,23.58108108108108,23.5,74,-1.5702090309451822,0.61258054919343585,0.60207929703207519,23
2026,fbs,2306,Kansas State,48.9041095890411,48.0,73,-0.61144466613645665,27.346666666666668,27.0,75,-1.3951572138461334,15.378378378378379,16.0,74,-2.0961536911319443,0.33309144911721572,-0.87119078662978056,23
2026,fbs,2309,Kent State,120.31506849315069,121.0,73,2.2121563582863848,133.8783783783784,134.0,74,5.4527191977281095,132.8918918918919,133.0,74,5.5080693082261378,0.80804398642592534,1.9793649888885325,23
2026,fbs,2335,Liberty,109.94520547945206,110.0,73,1.4551925295373282,89.64,96.0,75,0.73058000883303575,27.445945945945947,21.0,74,-1.5236261341235959,0.55353816209353313,0.22140716935590649,8
2026,fbs,2348,Louisiana Tech,81.35616438356165,83.0,73,0.39116981244405064,115.12,115.0,75,1.8512969027894466,125.06756756756756,125.5,74,2.8145049694914595,0.63952021825396299,0.76430859245431726,23
2026,fbs,2390,Miami,4.8493150684931505,5.0,73,-3.4740901510393116,16.733333333333334,16.0,75,-2.0218477384269682,43.432432432432435,44.0,74,-0.75987819769048848,0.2949753877625052,-1.0998356490826884,23
2026,fbs,2393,Middle Tennessee,127.72602739726027,128.0,73,2.7492749721881102,128.84,129.0,75,3.2413246013117867,108.20270270270271,108.0,74,1.4772202724548473,0.72754364439533648,1.1883897653280726,23
2026,fbs,2426,Navy,35.657534246575345,29.0,73,-1.1515427000530318,37.64,37.0,75,-1.0049474916673746,104.94594594594595,106.0,74,1.3150757348663704,0.46218212722555468,-0.17758931027226232,23
2026,fbs,2429,Charlotte,132.41095890410958,133.0,73,3.6120822160912489,105.90666666666667,106.0,75,1.3633133872687315,125.79729729729729,126.0,74,2.8501341880658395,0.8820121421299546,2.4608299693530973,11
