season,subdivision,team_id,team_name,portal_payload_available,incoming_transfer_count,d5_applicable_transfer_count,d5_successfully_resolved_count,d5_legitimate_zero_or_non_applicable_count,d5_resolution_failure_count,d5_applicability_unknown_count,joined_prior_usage_count,unmatched_incoming_count,undetermined_incoming_count,observed_incoming_prior_offensive_usage,observed_incoming_prior_usage,unresolved_prior_offensive_usage_upper_bound,unresolved_offensive_usage_missing_upper_bound,unmatched_prior_usage_upper_bound,plausible_prior_offensive_usage_upper_bound_basis,feature_coverage_status,missingness_flag,roster_strength_proxy,conference
2022,fbs,103,Boston College,True,4,3,2,1,1,0,2,1,0,0.028,0.028,0.914,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,664.63,
2022,fbs,113,Massachusetts,True,19,5,3,12,2,2,3,2,2,0.129,0.129,1.901,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,292.14,
2022,fbs,12,Arizona,True,8,3,3,5,0,0,3,0,0,0.669,0.669,0.669,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,652.06,
2022,fbs,120,Maryland,True,6,2,1,4,1,0,1,1,0,0.064,0.064,0.95,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,680.22,
2022,fbs,127,Michigan State,True,9,4,3,5,1,0,3,1,0,0.358,0.358,1.244,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,693.91,
2022,fbs,130,Michigan,True,3,1,0,2,1,0,0,1,0,0.0,0.0,0.886,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,847.24,
2022,fbs,135,Minnesota,True,8,2,0,6,2,0,0,2,0,0.0,0.0,1.772,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,649.43,
2022,fbs,142,Missouri,True,12,3,2,8,1,1,2,1,1,0.166,0.166,1.052,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,715.36,
2022,fbs,145,Ole Miss,True,17,10,6,7,4,0,6,4,0,0.9420000000000001,0.9420000000000001,4.486,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,757.39,
2022,fbs,150,Duke,True,8,3,0,4,3,1,0,3,1,0.0,0.0,2.658,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,603.98,
2022,fbs,151,East Carolina,True,14,7,3,7,4,0,3,4,0,0.125,0.125,3.669,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,494.82,
2022,fbs,152,NC State,True,2,1,1,1,0,0,1,0,0,0.049,0.049,0.049,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,686.19,
2022,fbs,153,North Carolina,True,5,2,0,3,2,0,0,2,0,0.0,0.0,1.772,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,812.94,
2022,fbs,154,Wake Forest,True,4,1,1,3,0,0,1,0,0,0.024,0.024,0.024,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,575.42,
2022,fbs,158,Nebraska,True,15,7,5,8,2,0,5,2,0,0.705,0.705,2.477,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,752.12,
2022,fbs,164,Rutgers,True,7,6,2,1,4,0,2,4,0,0.155,0.155,3.699,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,631.47,
2022,fbs,166,New Mexico State,True,9,3,2,5,1,1,2,1,1,0.159,0.159,1.045,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,189.37,
2022,fbs,167,New Mexico,True,7,5,2,2,3,0,2,3,0,0.125,0.125,2.783,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,312.79,
2022,fbs,183,Syracuse,True,9,5,2,4,3,0,2,3,0,0.07,0.07,2.7279999999999998,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,590.36,
2022,fbs,189,Bowling Green,True,6,3,1,3,2,0,1,2,0,0.036,0.036,1.808,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,415.08,
2022,fbs,193,Miami (OH),True,8,4,2,4,2,0,2,2,0,0.077,0.077,1.849,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,397.26,
2022,fbs,194,Ohio State,True,3,1,1,2,0,0,1,0,0,0.148,0.148,0.148,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,983.14,
2022,fbs,195,Ohio,True,3,2,1,1,1,0,1,1,0,0.035,0.035,0.921,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,365.74,
2022,fbs,197,Oklahoma State,True,5,4,1,1,3,0,1,3,0,0.016,0.016,2.674,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,670.53,
2022,fbs,2,Auburn,True,11,6,3,5,3,0,3,3,0,0.559,0.559,3.217,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,783.87,
2022,fbs,2005,Air Force,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,no_incoming_transfer,0,0.0,
2022,fbs,2006,Akron,True,15,9,3,6,6,0,3,6,0,0.08,0.08,5.396,5.316,5.316,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,456.15,
2022,fbs,201,Oklahoma,True,16,8,5,8,3,0,5,3,0,0.8300000000000001,0.8300000000000001,3.488,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,870.34,
2022,fbs,202,Tulsa,True,7,5,1,2,4,0,1,4,0,0.042,0.042,3.586,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,485.87,
2022,fbs,2026,App State,True,9,5,2,4,3,0,2,3,0,0.637,0.637,3.295,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,456.66,
2022,fbs,2032,Arkansas State,True,11,5,3,6,2,0,3,2,0,0.184,0.184,1.956,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,471.65,
2022,fbs,204,Oregon State,True,2,1,0,1,1,0,0,1,0,0.0,0.0,0.886,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,635.88,
2022,fbs,2050,Ball State,True,5,2,1,3,1,0,1,1,0,0.049,0.049,0.935,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,345.29,
2022,fbs,2084,Buffalo,True,21,12,4,8,8,1,4,8,1,0.36,0.36,7.448,7.088,7.088,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,370.96,
2022,fbs,21,San Diego State,True,6,4,2,2,2,0,2,2,0,0.496,0.496,2.268,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,372.29,
2022,fbs,2116,UCF,True,14,9,4,5,5,0,4,5,0,0.225,0.225,4.654999999999999,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,636.16,
2022,fbs,2117,Central Michigan,True,2,1,1,1,0,0,1,0,0,0.054,0.054,0.054,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,384.48,
2022,fbs,213,Penn State,True,3,2,1,1,1,0,1,1,0,0.099,0.099,0.985,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,830.44,
2022,fbs,2132,Cincinnati,True,7,4,3,3,1,0,3,1,0,0.746,0.746,1.6320000000000001,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,650.89,
2022,fbs,218,Temple,True,12,8,4,4,4,0,4,4,0,0.157,0.157,3.701,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,505.48,
2022,fbs,2199,Eastern Michigan,True,5,3,0,2,3,0,0,3,0,0.0,0.0,2.658,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,404.1,
2022,fbs,221,Pittsburgh,True,7,6,4,1,2,0,4,2,0,0.696,0.696,2.468,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,654.56,
2022,fbs,2226,Florida Atlantic,True,12,5,2,7,3,0,2,3,0,0.088,0.088,2.746,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,550.51,
2022,fbs,2229,Florida International,True,11,4,4,6,0,1,4,0,1,0.5479999999999999,0.5479999999999999,0.5479999999999999,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,459.71,
2022,fbs,2247,Georgia State,True,4,3,1,1,2,0,1,2,0,0.477,0.477,2.249,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,471.84,
2022,fbs,228,Clemson,True,1,1,1,0,0,0,1,0,0,0.423,0.423,0.423,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,943.0,
2022,fbs,2294,Iowa,True,1,1,0,0,1,0,0,1,0,0,0,0.886,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,unresolved_applicable_offensive_usage,1,681.98,
2022,fbs,23,San José State,True,8,6,3,2,3,0,3,3,0,0.81,0.81,3.468,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,417.95,
2022,fbs,2305,Kansas,True,14,6,2,8,4,0,2,4,0,0.347,0.347,3.891,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,574.29,
2022,fbs,2306,Kansas State,True,7,2,2,5,0,0,2,0,0,0.6040000000000001,0.6040000000000001,0.6040000000000001,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,584.68,
2022,fbs,2309,Kent State,True,4,2,0,2,2,0,0,2,0,0.0,0.0,1.772,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,386.94,
2022,fbs,2335,Liberty,True,13,8,2,4,6,1,2,6,1,0.577,0.577,5.893,5.316,5.316,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,161.88,
2022,fbs,2348,Louisiana Tech,True,9,3,2,6,1,0,2,1,0,0.109,0.109,0.995,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,473.76,
2022,fbs,235,Memphis,True,11,4,2,6,2,1,2,2,1,0.742,0.742,2.5140000000000002,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,533.26,
2022,fbs,238,Vanderbilt,True,6,2,1,4,1,0,1,1,0,0.056,0.056,0.9420000000000001,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,629.76,
2022,fbs,239,Baylor,True,3,1,0,2,1,0,0,1,0,0.0,0.0,0.886,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,666.05,
2022,fbs,2390,Miami,True,11,4,0,7,4,0,0,4,0,0.0,0.0,3.544,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,854.72,
2022,fbs,2393,Middle Tennessee,True,10,6,1,4,5,0,1,5,0,0.116,0.116,4.545999999999999,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,425.43,
2022,fbs,24,Stanford,True,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,757.81,
2022,fbs,242,Rice,True,7,3,2,4,1,0,2,1,0,0.208,0.208,1.094,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,441.93,
2022,fbs,2426,Navy,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,no_incoming_transfer,0,0.0,
2022,fbs,2429,Charlotte,True,3,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,487.24,
2022,fbs,2433,UL Monroe,True,7,4,2,3,2,0,2,2,0,0.163,0.163,1.935,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,348.53,
2022,fbs,2439,UNLV,True,8,5,3,3,2,0,3,2,0,0.453,0.453,2.225,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,368.29,
2022,fbs,2440,Nevada,True,16,11,3,5,8,0,3,8,0,0.414,0.414,7.502,7.088,7.088,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,416.44,
2022,fbs,245,Texas A&M,True,2,1,1,1,0,0,1,0,0,0.522,0.522,0.522,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,947.3,
2022,fbs,2459,Northern Illinois,True,3,2,2,1,0,0,2,0,0,0.441,0.441,0.441,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,409.86,
2022,fbs,248,Houston,True,11,8,3,2,5,1,3,5,1,0.098,0.098,4.528,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,629.12,
2022,fbs,2483,Oregon,True,12,5,4,7,1,0,4,1,0,0.8150000000000001,0.8150000000000001,1.701,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,877.93,
2022,fbs,249,North Texas,True,10,6,1,4,5,0,1,5,0,0.516,0.516,4.946,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,504.97,
2022,fbs,25,California,True,6,3,1,3,2,0,1,2,0,0.321,0.321,2.093,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,653.31,
2022,fbs,2509,Purdue,True,10,6,3,4,3,0,3,3,0,0.082,0.082,2.7399999999999998,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,646.08,
2022,fbs,251,Texas,True,7,5,4,2,1,0,4,1,0,0.206,0.206,1.092,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,887.45,
2022,fbs,252,BYU,True,4,3,1,1,2,0,1,2,0,0.017,0.017,1.789,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,415.19,
2022,fbs,254,Utah,True,5,2,1,3,1,0,1,1,0,0.017,0.017,0.903,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,705.12,
2022,fbs,256,James Madison,True,5,3,1,2,2,0,1,2,0,0.536,0.536,2.308,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,104.24,
2022,fbs,2567,SMU,True,16,8,2,7,6,1,2,6,1,0.135,0.135,5.451,5.316,5.316,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,598.49,
2022,fbs,2572,Southern Miss,True,11,3,0,8,3,0,0,3,0,0.0,0.0,2.658,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,478.97,
2022,fbs,2579,South Carolina,True,10,8,4,2,4,0,4,4,0,0.751,0.751,4.295,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,762.63,
2022,fbs,258,Virginia,True,10,4,1,5,3,1,1,3,1,0.079,0.079,2.737,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,625.94,
2022,fbs,259,Virginia Tech,True,5,4,4,1,0,0,4,0,0,0.903,0.903,0.903,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,640.85,
2022,fbs,26,UCLA,True,13,5,2,8,3,0,2,3,0,0.133,0.133,2.791,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,733.3,
2022,fbs,2628,TCU,True,14,6,2,8,4,0,2,4,0,0.184,0.184,3.728,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,712.05,
2022,fbs,2633,Tennessee,True,8,5,0,3,5,0,0,5,0,0.0,0.0,4.43,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,764.8,
2022,fbs,2636,UTSA,True,9,3,2,6,1,0,2,1,0,0.151,0.151,1.037,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,515.76,
2022,fbs,2638,UTEP,True,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,289.39,
2022,fbs,264,Washington,True,9,5,4,4,1,0,4,1,0,0.8119999999999999,0.8119999999999999,1.698,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,761.72,
2022,fbs,2641,Texas Tech,True,14,8,1,5,7,1,1,7,1,0.015,0.015,6.217,6.202,6.202,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,660.31,
2022,fbs,2649,Toledo,True,7,3,2,4,1,0,2,1,0,0.09,0.09,0.976,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,498.98,
2022,fbs,265,Washington State,True,9,4,3,5,1,0,3,1,0,0.9329999999999999,0.9329999999999999,1.819,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,570.94,
2022,fbs,2653,Troy,True,5,3,0,2,3,0,0,3,0,0.0,0.0,2.658,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,464.3,
2022,fbs,2655,Tulane,True,9,5,1,4,4,0,1,4,0,0.087,0.087,3.6310000000000002,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,521.86,
2022,fbs,2711,Western Michigan,True,5,3,1,2,2,0,1,2,0,0.03,0.03,1.802,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,449.89,
2022,fbs,275,Wisconsin,True,6,1,0,5,1,0,0,1,0,0.0,0.0,0.886,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,744.44,
2022,fbs,2751,Wyoming,True,3,1,1,2,0,0,1,0,0,0.102,0.102,0.102,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,292.03,
2022,fbs,276,Marshall,True,13,6,1,6,5,1,1,5,1,0.385,0.385,4.8149999999999995,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,455.3,
2022,fbs,277,West Virginia,True,11,3,1,7,2,1,1,2,1,0.292,0.292,2.064,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,662.57,
2022,fbs,278,Fresno State,True,12,5,2,6,3,1,2,3,1,0.6709999999999999,0.6709999999999999,3.3289999999999997,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,502.26,
2022,fbs,290,Georgia Southern,True,11,7,3,4,4,0,3,4,0,0.589,0.589,4.133,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,414.14,
2022,fbs,295,Old Dominion,True,3,2,0,1,2,0,0,2,0,0.0,0.0,1.772,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,438.06,
2022,fbs,30,USC,True,20,8,7,12,1,0,7,1,0,1.24,1.24,2.126,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,860.12,
2022,fbs,309,Louisiana,True,2,2,1,0,1,0,1,1,0,0.012,0.012,0.898,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,458.15,
2022,fbs,324,Coastal Carolina,True,4,1,1,3,0,0,1,0,0,0.051,0.051,0.051,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,446.58,
2022,fbs,326,Texas State,True,15,10,2,5,8,0,2,8,0,0.532,0.532,7.62,7.088,7.088,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,464.66,
2022,fbs,328,Utah State,True,8,4,2,4,2,0,2,2,0,0.40399999999999997,0.40399999999999997,2.176,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,371.37,
2022,fbs,333,Alabama,True,5,4,3,1,1,0,3,1,0,0.302,0.302,1.188,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,1016.79,
2022,fbs,344,Mississippi State,True,10,3,2,7,1,0,2,1,0,0.047,0.047,0.933,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,725.55,
2022,fbs,349,Army,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,no_incoming_transfer,0,17.27,
2022,fbs,356,Illinois,True,8,4,3,4,1,0,3,1,0,0.449,0.449,1.335,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,631.46,
2022,fbs,36,Colorado State,True,11,7,4,3,3,1,4,3,1,0.222,0.222,2.88,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,431.38,
2022,fbs,38,Colorado,True,6,4,1,2,3,0,1,3,0,0.067,0.067,2.725,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,616.28,
2022,fbs,41,UConn,True,9,7,2,2,5,0,2,5,0,0.204,0.204,4.6339999999999995,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,239.17,
2022,fbs,5,UAB,True,2,1,1,1,0,0,1,0,0,0.05,0.05,0.05,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,443.8,
2022,fbs,52,Florida State,True,13,9,5,4,4,0,5,4,0,0.277,0.277,3.821,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,780.76,
2022,fbs,57,Florida,True,9,5,2,4,3,0,2,3,0,0.266,0.266,2.924,2.658,2.658,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,856.95,
2022,fbs,58,South Florida,True,16,8,4,8,4,0,4,4,0,0.265,0.265,3.809,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,574.32,
2022,fbs,59,Georgia Tech,True,18,10,5,8,5,0,5,5,0,0.859,0.859,5.289,4.43,4.43,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,715.48,
2022,fbs,6,South Alabama,True,15,7,3,8,4,0,3,4,0,0.34099999999999997,0.34099999999999997,3.885,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,466.34,
2022,fbs,61,Georgia,True,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,989.76,
2022,fbs,62,Hawai'i,True,13,6,2,7,4,0,2,4,0,0.123,0.123,3.667,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,419.54,
2022,fbs,66,Iowa State,True,4,2,1,2,1,0,1,1,0,0.04,0.04,0.926,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,590.43,
2022,fbs,68,Boise State,True,3,2,1,1,1,0,1,1,0,0.048,0.048,0.934,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,533.92,
2022,fbs,77,Northwestern,True,6,1,1,5,0,0,1,0,0,0.046,0.046,0.046,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,653.48,
2022,fbs,8,Arkansas,True,9,3,3,6,0,0,3,0,0,0.326,0.326,0.326,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,741.06,
2022,fbs,84,Indiana,True,13,6,5,7,1,0,5,1,0,0.731,0.731,1.617,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,680.74,
2022,fbs,87,Notre Dame,True,4,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,866.48,
2022,fbs,9,Arizona State,True,13,9,5,4,4,0,5,4,0,0.931,0.931,4.475,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,670.18,
2022,fbs,96,Kentucky,True,9,4,3,5,1,0,3,1,0,0.118,0.118,1.004,0.886,0.886,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,737.33,
2022,fbs,97,Louisville,True,13,3,3,10,0,0,3,0,0,0.389,0.389,0.389,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,complete,0,625.42,
2022,fbs,98,Western Kentucky,True,14,9,5,5,4,0,5,4,0,0.8200000000000001,0.8200000000000001,4.364,3.544,3.544,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,495.64,
2022,fbs,99,LSU,True,16,5,3,10,2,1,3,2,1,0.72,0.72,2.492,1.772,1.772,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2021 usage payload,partial,1,872.61,
2023,fbs,103,Boston College,True,9,5,3,4,2,0,3,2,0,0.32899999999999996,0.32899999999999996,2.075,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,650.23,
2023,fbs,113,Massachusetts,True,21,12,4,8,8,1,4,8,1,0.6950000000000001,0.6950000000000001,7.679,6.984,6.984,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,565.65,
