variant_key,week,endpoint,game,game_id,gippy_home_margin,opening_home_margin,cfbd_stored_later_home_margin,actual_home_margin,gippy_minus_open,gippy_minus_later,market_move,market_movement_toward_gippy,flags
history-1.1,2,cfbd_stored_later,Texas Tech at Oregon State,401856783,-13.049152412977636,-26.5,-25.5,-11.0,13.450847587022364,12.450847587022364,1.0,1.0,
history-1.1,2,cfbd_stored_later,Sacramento State at Fresno State,401860883,7.14235325030245,18.0,18.5,46.0,-10.857646749697551,-11.357646749697551,0.5,-0.5,
history-1.1,2,cfbd_stored_later,UTSA at Texas State,401860884,-9.419267931018984,-1.0,1.5,-5.0,-8.419267931018984,-10.919267931018984,2.5,-2.5,model/CFBD-stored favorite inversion; CFBD fields crossed zero away from model
history-1.1,2,cfbd_stored_later,Charlotte at Ole Miss,401856676,33.928851113577124,47.5,44.5,32.0,-13.571148886422876,-10.571148886422876,-3.0,3.0,
history-1.1,2,cfbd_stored_later,Maryland at UConn,401858444,-0.9575194643130117,-12.5,-11.5,-24.0,11.542480535686988,10.542480535686988,1.0,1.0,
history-1.1,2,cfbd_stored_later,App State at East Carolina,401864571,-3.949233475664888,8.0,6.5,-3.0,-11.949233475664888,-10.449233475664888,-1.5,1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,cfbd_stored_later,North Texas at Texas State,401860889,-14.960117517991137,3.0,3.0,14.0,-17.960117517991137,-17.960117517991137,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,cfbd_stored_later,Kent State at Ohio State,401858454,37.09307063338653,53.0,52.0,56.0,-15.906929366613468,-14.906929366613468,-1.0,1.0,
history-1.1,3,cfbd_stored_later,James Madison at San Diego State,401860887,-9.53153452030563,2.5,3.0,-13.0,-12.03153452030563,-12.53153452030563,0.5,-0.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,cfbd_stored_later,Louisiana Tech at Baylor,401867804,9.56761646175511,19.0,20.0,17.0,-9.43238353824489,-10.43238353824489,1.0,-1.0,
history-1.1,3,cfbd_stored_later,Michigan State at Notre Dame,401858453,18.90484917380975,30.0,29.0,17.0,-11.095150826190249,-10.095150826190249,-1.0,1.0,
history-1.1,3,cfbd_stored_later,Marshall at Missouri State,401871047,5.892981784601574,-4.0,-4.0,-6.0,9.892981784601574,9.892981784601574,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,cfbd_stored_later,Kennesaw State at Tennessee,401856692,25.901636676783408,35.5,35.5,33.0,-9.598363323216592,-9.598363323216592,0.0,0.0,
history-1.1,3,cfbd_stored_later,Northern Illinois at Arizona,401856793,25.10488914055013,34.5,34.5,25.0,-9.395110859449868,-9.395110859449868,0.0,0.0,
history-1.1,3,cfbd_stored_later,Charlotte at App State,401864574,25.070367687951048,20.5,16.0,5.0,4.570367687951048,9.070367687951048,-4.5,-4.5,CFBD stored field moved ≥3 points away from model
history-1.1,3,cfbd_stored_later,Western Kentucky at Indiana,401858449,36.17170511058129,44.0,45.0,38.0,-7.828294889418707,-8.828294889418707,1.0,-1.0,
