bin,control,correlation,lag,n_pairs,period,relation,scale,season,slope
22-56d,observed,0.03316424273747015,1,757,training,offense->defense,demeaned,all,0.03195141468000591
57-112d,observed,-0.41685233058819854,1,5,training,offense->defense,demeaned,all,-0.6282856809313528
8-21d,observed,0.020688395210233364,1,12521,training,offense->defense,demeaned,all,0.02079454875366517
22-56d,observed,-0.008630261349346987,2,3282,training,offense->defense,demeaned,all,-0.008582299320736498
57-112d,observed,0.803561545038177,2,11,training,offense->defense,demeaned,all,1.7986646204954533
8-21d,observed,0.015039825658385965,2,20438,training,offense->defense,demeaned,all,0.015163385154139696
0-7d,observed,-0.0815968342813357,1,12922,training,offense->offense,demeaned,all,-0.0823598234711885
22-56d,observed,-0.07803774008922988,1,757,training,offense->offense,demeaned,all,-0.07754969232996141
57-112d,observed,-0.1979973366306283,1,5,training,offense->offense,demeaned,all,-0.32150243496098724
8-21d,observed,-0.07932983709829418,1,12521,training,offense->offense,demeaned,all,-0.07934752910951472
22-56d,observed,-0.09943351150610137,2,3282,training,offense->offense,demeaned,all,-0.09961209551158558
57-112d,observed,-0.6170869385770349,2,11,training,offense->offense,demeaned,all,-1.053179949104838
8-21d,observed,-0.07586209798460779,2,20438,training,offense->offense,demeaned,all,-0.07648777431279956
0-7d,observed,0.09267484590728506,1,12922,training,defense->defense,raw,all,0.09368913687573932
22-56d,observed,0.12395382816266254,1,757,training,defense->defense,raw,all,0.11730915008476989
57-112d,observed,0.2630454745149143,1,5,training,defense->defense,raw,all,0.21937743972705465
8-21d,observed,0.10215981949976165,1,12521,training,defense->defense,raw,all,0.10268341421350702
22-56d,observed,0.1212363463069443,2,3282,training,defense->defense,raw,all,0.11833189945272372
57-112d,observed,0.3185184269413267,2,11,training,defense->defense,raw,all,0.2903505465935703
8-21d,observed,0.08945411890875976,2,20438,training,defense->defense,raw,all,0.09105024015397527
0-7d,observed,-0.12307182908313642,1,12922,training,defense->offense,raw,all,-0.12557887369375217
22-56d,observed,-0.09389001982684392,1,757,training,defense->offense,raw,all,-0.08854664395321526
57-112d,observed,-0.6167911531489543,1,5,training,defense->offense,raw,all,-0.7413139665867995
8-21d,observed,-0.07372245211868407,1,12521,training,defense->offense,raw,all,-0.07366277129109204
22-56d,observed,-0.10867826458472431,2,3282,training,defense->offense,raw,all,-0.10656220015897468
57-112d,observed,0.09074661838929507,2,11,training,defense->offense,raw,all,0.06859107108450123
8-21d,observed,-0.1098345762026536,2,20438,training,defense->offense,raw,all,-0.1120124141590853
0-7d,observed,-0.0974471760161554,1,12922,training,offense->defense,raw,all,-0.0973732630155784
22-56d,observed,-0.11283311980452444,1,757,training,offense->defense,raw,all,-0.10832098559810537
57-112d,observed,-0.2073156741662489,1,5,training,offense->defense,raw,all,-0.5793988268586684
8-21d,observed,-0.10850115984280839,1,12521,training,offense->defense,raw,all,-0.10903911810044124
22-56d,observed,-0.1466794353723379,2,3282,training,offense->defense,raw,all,-0.14431264492849968
57-112d,observed,0.3258016530155988,2,11,training,offense->defense,raw,all,0.5100726960022276
8-21d,observed,-0.11216094828406376,2,20438,training,offense->defense,raw,all,-0.11296352821870524
0-7d,observed,0.10660025666786868,1,12922,training,offense->offense,raw,all,0.10751257884626085
22-56d,observed,0.07695304663344865,1,757,training,offense->offense,raw,all,0.07361775264205318
57-112d,observed,0.7346350279947325,1,5,training,offense->offense,raw,all,2.9588300628940662
8-21d,observed,0.09923273837883731,1,12521,training,offense->offense,raw,all,0.09913591597670894
22-56d,observed,0.09765255648746951,2,3282,training,offense->offense,raw,all,0.0965184328728233
57-112d,observed,0.036669461962799195,2,11,training,offense->offense,raw,all,0.047602786928347726
8-21d,observed,0.10532462418297885,2,20438,training,offense->offense,raw,all,0.10628520626998257
