summary_type,period,season,pairing,site,margin_bin,residual_bin,n_games,mean_residual,mean_final_quality_advantage,better_quality_rate,mean_next_margin_diff,quality_spearman
margin_residual_bin,final_2022_2025,2023,fbs-fcs,neutral,>28,q1,1,-1.8221635281731654,-0.3448158983052925,0.0,-1.0,
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-14,0]",q1,33,-1.747729764699487,-0.16144429368309968,0.12121212121212122,-5.878787878787879,0.1771390374331551
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-14,0]",q2,38,-0.652933124085534,-0.18676616915422886,0.21052631578947367,-7.157894736842105,0.16511653353758618
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-14,0]",q3,28,-0.019833740708479066,-0.14003909026297084,0.25,-6.035714285714286,-0.13738368910782706
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-14,0]",q4,37,0.6665392122487764,-0.09062256286136883,0.3783783783783784,-4.243243243243243,-0.031294452347083924
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-14,0]",q5,32,1.847572539431526,-0.10065260689794273,0.21875,-8.0,-0.02456011730205278
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-28,-14]",q1,15,-1.8591519868759894,-0.44081592039801,0.0,-15.6,-0.2642857142857143
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-28,-14]",q2,15,-0.6690220699213796,-0.3660630182421227,0.0,-30.4,-0.42499999999999993
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-28,-14]",q3,16,-0.013956111966643453,-0.2255037313432836,0.125,-12.5625,0.014705882352941175
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-28,-14]",q4,23,0.6942072341190667,-0.20635465445978102,0.21739130434782608,-12.608695652173912,0.3745059288537549
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(-28,-14]",q5,20,1.768316202034251,-0.2188401909372059,0.1,-0.3,-0.17293233082706763
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(0,14]",q1,39,-1.751615839916429,0.08603393289960455,0.6153846153846154,2.0256410256410255,0.20647773279352227
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(0,14]",q2,57,-0.65318680626097,0.053876232870734064,0.5789473684210527,-0.9473684210526315,-0.3593466424682396
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(0,14]",q3,48,-0.022081081792976704,0.12347014925373134,0.7083333333333334,-6.145833333333333,0.2657403386886669
margin_residual_bin,final_2022_2025,2024,fbs-fbs,home_site,"(0,14]",q4,37,0.678462379028971,0.08078257361839453,0.6756756756756757,-2.7567567567567566,-0.06021811284969179
